"ID","start","end","Intro_camp_label","pop_groups","X_Final_04_longitude","X_Final_04_latitude","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","number_of_hhmembers","lat","lon","interviewdate","id","living_conditions_score","living_conditions_category"
1477,"2023-05-20","2023-05-20","Yida","host community member",30.0277783,10.054193,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,210,8,10.054193,30.0277783,"2023-05-20",1477,2,"Good"
1478,"2023-08-11","2023-08-11","Doro","host community member",33.7499606,9.971252,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","No facility/bush/field","Yes","Moveable firepan","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,1,0,0,0,1,0,0,7,9.971252,33.7499606,"2023-08-11",1478,3,"Good"
1479,"2023-05-23","2023-05-23","Yusuf Batil","refugee",33.5830472,9.9851822,"Unprotected Dug Well","In Own Dwelling","No electricity in household","Pit latrine without slab/open pit","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",0,0,0,0,0,0,0,0,8,9.9851822,33.5830472,"2023-05-23",1479,0,"Poor"
1480,"2023-08-31","2023-08-31","Doro","refugee",33.759989,9.992443,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,8,9.992443,33.759989,"2023-08-31",1480,4,"Good"
1481,"2023-05-27","2023-05-27","Doro","host community member",33.7083183,9.9566992,"Tube Well/Borehole","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,1,1,0,0,1200,8,9.9566992,33.7083183,"2023-05-27",1481,2,"Good"
1482,"2023-05-13","2023-05-13","MAKPANDU","refugee",28.6977552,4.7588379,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,100,16,4.7588379,28.6977552,"2023-05-13",1482,2,"Good"
1483,"2023-04-22","2023-04-25","GOROM","refugee",31.445026,4.7584152,"Public Tap/Standpipe","Elsewhere","Rechargeable battery","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,0,0,0,1,1,0,150,15,4.7584152,31.445026,"2023-04-22",1483,3,"Good"
1484,"2023-06-15","2023-06-15","Kaya","refugee",33.5877388,10.1059782,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,3,10.1059782,33.5877388,"2023-06-15",1484,2,"Good"
1485,"2023-07-25","2023-07-25","Doro","refugee",33.7650737,10.0100949,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,0,0,59906,6,10.0100949,33.7650737,"2023-07-25",1485,1,"Poor"
1486,"2023-08-31","2023-08-31","Pamir","refugee",30.3514828,9.9143817,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,0,0,300,7,9.9143817,30.3514828,"2023-08-31",1486,2,"Good"
1487,"2023-06-30","2023-06-30","Yusuf Batil","refugee",33.5642834,9.9685679,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,0,0,59886,7,9.9685679,33.5642834,"2023-06-30",1487,2,"Good"
1488,"2023-12-14","2023-12-14","GOROM","refugee",31.4410746,4.7577601,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,1,1,1,0,90,7,4.7577601,31.4410746,"2023-12-14",1488,3,"Good"
1489,"2023-07-08","2023-07-08","Gendrassa","refugee",33.6174776,9.9800119,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,0,0,0,2,6,9.9800119,33.6174776,"2023-07-08",1489,2,"Good"
1490,"2023-04-24","2023-04-24","Ajuong Thok","refugee",30.2768258,9.9815002,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","Yes",1,0,0,0,0,1,0,300,9,9.9815002,30.2768258,"2023-04-24",1490,2,"Good"
1491,"2023-06-10","2023-06-10","Yida","refugee",30.0881392,10.1105395,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","Yes",1,0,0,0,0,1,0,1898,5,10.1105395,30.0881392,"2023-06-10",1491,2,"Good"
1492,"2023-09-12","2023-09-13","EZO","refugee",27.4816123,5.0760285,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,1,1,1,0,70,7,5.0760285,27.4816123,"2023-09-12",1492,3,"Good"
1493,"2023-06-20","2023-06-20","Kaya","refugee",33.5909309,10.1105506,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Woodchips","Unrelated Person","No",1,0,0,0,0,1,0,120,7,10.1105506,33.5909309,"2023-06-20",1493,2,"Good"
1494,"2023-07-07","2023-07-07","Yida","host community member",29.7717189,9.8559369,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,120,8,9.8559369,29.7717189,"2023-07-07",1494,1,"Poor"
1495,"2023-07-21","2023-07-21","Yida","host community member",29.9754697,9.9139472,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,1,0,0,60,11,9.9139472,29.9754697,"2023-07-21",1495,2,"Good"
1496,"2023-07-12","2023-07-12","Yusuf Batil","refugee",30.2047862,10.3363251,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,9,10.3363251,30.2047862,"2023-07-12",1496,4,"Good"
1497,"2023-04-29","2023-04-29","Ajuong Thok","host community member",30.2980273,9.9317455,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,1058,10,9.9317455,30.2980273,"2023-04-29",1497,2,"Good"
1498,"2023-06-12","2023-06-12","Yida","host community member",29.9762689,9.9191084,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,0,0,1,0,1,0,120,16,9.9191084,29.9762689,"2023-06-12",1498,2,"Good"
1499,"2023-09-29","2023-09-29","Source Yubu","refugee",27.2587254,5.3925305,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,1,1,1,0,30,10,5.3925305,27.2587254,"2023-09-29",1499,3,"Good"
1500,"2023-05-15","2023-05-15","MAKPANDU","refugee",28.7008141,4.7575706,"Tube Well/Borehole","Elsewhere","No electricity in household","Other (Specify)","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,0,0,0,2,5,4.7575706,28.7008141,"2023-05-15",1500,2,"Good"
1501,"2023-09-05","2023-09-05","Gendrassa","refugee",33.6170803,9.9830208,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,1,1,0,90,10,9.9830208,33.6170803,"2023-09-05",1501,3,"Good"
1502,"2023-07-15","2023-07-15","Yusuf Batil","refugee",33.5846573,9.9863322,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59883,3,9.9863322,33.5846573,"2023-07-15",1502,2,"Good"
1503,"2023-04-25","2023-04-25","Ajuong Thok","host community member",30.2910778,9.9375204,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,60,9,9.9375204,30.2910778,"2023-04-25",1503,1,"Poor"
1504,"2023-06-20","2023-06-20","Kaya","refugee",33.5917338,10.111164,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Unrelated Person","No",1,1,0,0,0,0,0,0,8,10.111164,33.5917338,"2023-06-20",1504,2,"Good"
1505,"2023-06-30","2023-06-30","Yusuf Batil","refugee",33.5662474,9.9674447,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,1,0,0,600,9,9.9674447,33.5662474,"2023-06-30",1505,2,"Good"
1506,"2023-06-05","2023-06-05","Kaya","refugee",33.5918266,10.1005765,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59882,11,10.1005765,33.5918266,"2023-06-05",1506,3,"Good"
1507,"2023-07-07","2023-07-07","Gendrassa","refugee",33.6165363,9.9819388,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Other, specify","Charcoal unprocessed","Unrelated Person","No",1,1,0,1,0,0,0,7,1,9.9819388,33.6165363,"2023-07-07",1507,2,"Good"
1508,"2023-05-09","2023-05-09","Yusuf Batil","host community member",33.5291093,9.6634026,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,0,1,0,240,10,9.6634026,33.5291093,"2023-05-09",1508,2,"Good"
1509,"2023-09-26","2023-09-26","Yei Town","refugee",30.6609656,4.0898726,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Unrelated Person","No",1,0,0,0,0,0,0,59910,5,4.0898726,30.6609656,"2023-09-26",1509,1,"Poor"
1510,"2023-06-06","2023-06-07","Doro","host community member",33.715202,9.9670397,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,0,0,0,0,360,6,9.9670397,33.715202,"2023-06-06",1510,1,"Poor"
1511,"2023-06-24","2023-06-24","Ajuong Thok","refugee",30.272944,9.960838,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,0,0,420,2,9.960838,30.272944,"2023-06-24",1511,2,"Good"
1512,"2023-12-14","2023-12-14","GOROM","refugee",31.439366,4.7625048,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Woodchips","Unrelated Person","No",1,0,0,0,0,0,0,1800,1,4.7625048,31.439366,"2023-12-14",1512,1,"Poor"
1513,"2023-06-10","2023-06-10","Yida","refugee",30.087437,10.1107029,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,1,0,0,1,1,0,60878,5,10.1107029,30.087437,"2023-06-10",1513,4,"Good"
1514,"2023-07-15","2023-07-15","Yida","host community member",29.9712516,9.9274702,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,90,9,9.9274702,29.9712516,"2023-07-15",1514,1,"Poor"
1515,"2023-05-27","2023-05-27","Yusuf Batil","refugee",33.585598,9.9857513,"Piped Into Yard/Plot",NA,"No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,8,9.9857513,33.585598,"2023-05-27",1515,4,"Good"
1516,"2023-08-30","2023-08-30","Doro","refugee",33.7463592,9.9724702,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,1,1,1,0,1802,13,9.9724702,33.7463592,"2023-08-30",1516,3,"Good"
1517,"2023-05-13","2023-05-13","Yusuf Batil","host community member",33.5571901,9.8316333,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Woodchips","Respondent or another HH member","Yes",1,0,0,0,0,1,0,2198,5,9.8316333,33.5571901,"2023-05-13",1517,2,"Good"
1518,"2023-06-10","2023-06-10","Yusuf Batil","refugee",33.5791922,9.9688164,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,7,9.9688164,33.5791922,"2023-06-10",1518,3,"Good"
1519,"2023-07-24","2023-07-24","Doro","refugee",33.7726,10.0108644,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,8,10.0108644,33.7726,"2023-07-24",1519,4,"Good"
1520,"2023-09-06","2023-09-06","Pamir","refugee",30.3450191,9.9145859,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,1,0,0,1,0,0,10,5,9.9145859,30.3450191,"2023-09-06",1520,3,"Good"
1521,"2023-04-17","2023-04-19","Doro","host community member",33.7347909,9.9751104,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Traditional solid fuel stove (non-manufactured)","Wood","Unrelated Person","Yes",1,0,0,0,0,0,0,720,9,9.9751104,33.7347909,"2023-04-17",1521,1,"Poor"
1522,"2023-04-14","2023-04-14","Pamir","host community member",30.2926652,9.9333704,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","Yes",1,0,0,0,1,0,0,30,16,9.9333704,30.2926652,"2023-04-14",1522,2,"Good"
1523,"2023-07-14","2023-07-14","Yusuf Batil","refugee",33.5814889,9.9747665,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,9,9.9747665,33.5814889,"2023-07-14",1523,3,"Good"
1524,"2023-05-19","2023-05-19","Yida","refugee",30.0859954,10.1085403,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","Yes",1,0,0,0,0,1,0,2798,7,10.1085403,30.0859954,"2023-05-19",1524,2,"Good"
1525,"2023-06-16","2023-06-16","Kaya","refugee",33.5877224,10.1061744,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,7,10.1061744,33.5877224,"2023-06-16",1525,2,"Good"
1526,"2023-06-05","2023-06-05","Yusuf Batil","host community member",32.9809301,9.9138034,"Tanker Truck/Water Vendor",NA,"No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,300,8,9.9138034,32.9809301,"2023-06-05",1526,1,"Poor"
1527,"2023-05-18","2023-05-18","Doro","refugee",33.7444535,9.9865484,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,0,1,0,90,12,9.9865484,33.7444535,"2023-05-18",1527,2,"Good"
1528,"2023-07-19","2023-07-19","Doro","host community member",33.7261388,9.968961,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Respondent or another HH member","Yes",1,0,0,0,0,1,0,1800,8,9.968961,33.7261388,"2023-07-19",1528,2,"Good"
1529,"2023-09-04","2023-09-04","Doro","refugee",33.7462699,9.9927674,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,5,9.9927674,33.7462699,"2023-09-04",1529,3,"Good"
1530,"2023-07-08","2023-07-08","Pamir","refugee",30.356376,9.9029046,"Public Tap/Standpipe","Elsewhere","No electricity in household","Other (Specify)","No appliances in the household","Build stove with bricks and/or mud","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","Yes",1,0,0,0,0,1,0,1058,7,9.9029046,30.356376,"2023-07-08",1530,2,"Good"
1531,"2023-10-13","2023-10-13","Source Yubu","refugee",27.2552685,5.3993157,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,1,0,0,0,30,9,5.3993157,27.2552685,"2023-10-13",1531,0,"Poor"
1532,"2023-05-25","2023-05-25","Ajuong Thok","refugee",30.2858538,9.9621192,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,1,0,1,4,9.9621192,30.2858538,"2023-05-25",1532,3,"Good"
1533,"2023-08-24","2023-08-24","Yusuf Batil","refugee",33.5785648,9.9844063,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,13,9.9844063,33.5785648,"2023-08-24",1533,4,"Good"
